Airport	Country	Area	Router	Type	Interface	Layer2	Speed	IPBW	DNA	URN	USID	MTN	POP	Carrier	CircuitRef	OB	SerialId	Booking	Meshing	OB_Ratio	ServiceNetType
SJD	MEXICO		PSJD044	Primary	gigabitethernet0/0/1	MEA	100000	20000			FI02948WF4		MTYL01	TOTAL PLAY TELECOMUNICACIONES S.A. DE C.V.					airporthubnet		APH
SJD	MEXICO		PSJD045	Secondary	gigabitethernet0/0/1	DSL	40960	40960			FI01T89RE3		ATLL02	SELECT OFFNET	C02-2011-0045				airporthubnet		APH
SJJ	BOSNIA AND HERZEGOVINA		PSJJ151	Primary	gigabitethernet8	DSL	16384	1000			FI01KVLW82		FRAT01	SELECT OFFNET	CA0AMYTHBA				airporthubnet		APH
SJJ	BOSNIA AND HERZEGOVINA		PSJJ152	Secondary	gigabitethernet8	DSL	15000	10240			FI01KVMA94		FRAX01	SELECT OFFNET	CA0DJC8TBE				airporthubnet		APH
SJO	COSTA RICA		PSJO400	Primary	gigabitethernet0/0/1	MEA	1000000				FI01C8NFF7		SJOL01	UFINET LATAM SLU	CRCR00010169				airporthubnet		APH
SJO	COSTA RICA		PSJO402	Secondary	gigabitethernet0/0/1	MEA	100000	50000			FI029CQJDB		MIAL02						airporthubnet		APH
ATH-DC	GREECE		PSKG369	Primary	gigabitethernet0/0/1	MEA	100000	5000	-	-	FI029S64C6	KATH512	ATHT01						airporthubnet		APH
ATH-DC	GREECE		PSKG370	Secondary	gigabitethernet0/1	DSL	16384	15000			FI01S6URC7		LONT04	SELECT OFFNET	1046520				airporthubnet		APH
SKT	PAKISTAN		PSKT011	Primary	gigabitethernet0/1	MEA	10000	2000	-	-	FI01Q4C6AF	KISB511	ISBT02	MULTINET PAKISTAN PVT LTD	11000 2486415				airporthubnet		APH
SKT	PAKISTAN		PSKT012	Secondary	gigabitethernet0/1	DSL	10000	2000			FI01Q4C8A1		TYOT04	REDTONE	700001196				airporthubnet		APH
SNN1	IRELAND		PSNN091	Primary	gigabitethernet0/0/1	MEA	100000	10000			FI027PDABA		DUBT04						airporthubnet		APH
SNN1	IRELAND		PSNN092	Secondary	gigabitethernet0/1	DSL	15000	15000			FI01REZWE8		LONT04	-	XDASNN1008				airporthubnet		APH
SOF	BULGARIA		PSOF407	Primary	gigabitethernet0/0/1	MEA	10000				FI0174NPCC		SOFT02	NETERRA	1744-EPL-052				airporthubnet		APH
SOF	BULGARIA		PSOF407	Primary	gigabitethernet0/1	MEA	100000	10000			FI0174NPCC		SOFT02	NETERRA	CA0A6HGBD3				airporthubnet		APH
SOF	BULGARIA		PSOF408	Secondary	gigabitethernet0/0/1	MEA	100000				FI0174P4A8		SOFT01	VIVACOM	AP.1061681				airporthubnet		APH
SOF	BULGARIA		PSOF408	Secondary	gigabitethernet0/1	MEA	10000	10000	-	-	FI0174P4A8	KSOF510	SOFT01	VIVACOM	CA0976Y5C3				airporthubnet		APH
AMS	NETHERLANDS		PSPL225	Primary	gigabitethernet0/0/1	MEA	1000000	200000	-	-	FI029SHPA2	KAMS650	AMST02	KPN	WOS05252534				airporthubnet		APH
AMS	NETHERLANDS		PSPL226	Secondary	gigabitethernet0/0/1	MEA	1000000	200000	-	-	FI029SHSA1	KZYO550	ZYOT01						airporthubnet		APH
SPN	NORTHERN MARIANA ISLANDS		PSPN028	Primary	gigabitethernet0/0/1	MEA	10000	2000	-	-	FI01UD2ZE3	KHKG523	HKGT01	-	SR132884				airporthubnet		APH
SPN	NORTHERN MARIANA ISLANDS		PSPN029	Secondary	gigabitethernet0/0/1	DSL	30720	20000			FI01UD3188		HKGT01	-	SITA-VPRN-3003-20M-INT-1				airporthubnet		APH
SPU	CROATIA		PSPU024	Primary	gigabitethernet0/0/1	MEA	100000	2000			GO03RQ7VA9		FRAT01	NETERRA	CA0BSH2XF0				airporthubnet		APH
SPU	CROATIA		PSPU024	Primary	gigabitethernet0/1	MEA	1000000				GO03RQ7VA9		FRAT01	T-HRVATSKI TELEKOM	LON/RDG/LE-098568				airporthubnet		APH
SPU	CROATIA		PSPU025	Secondary	gigabitethernet0/1	DSL	8000	2000			GO03RQ7UAA		FRAT01	-	nocid				airporthubnet		APH
SSA	BRAZIL		PSSA139	Primary	gigabitethernet0/0/1	MEA	4000				FI01Y2VNC0		RIOL02	OI	CA0C81ZKE7				airporthubnet		APH
SSA	BRAZIL		PSSA139	Primary	gigabitethernet0/1	MEA	100000	4000			FI01Y2VNC0		RIOL02	OI	SDR 7200424				airporthubnet		APH
SSA	BRAZIL		PSSA140	Secondary	gigabitethernet0/1	DSL	8000	12000			FI01MV0H9D		SAOL02	SELECT OFFNET	CA0AWP47F0				airporthubnet		APH
STI	DOMINICAN REPUBLIC		PSTI024	Primary	gigabitethernet0/1	MEA	100000	10000			FI029QGKB6		MIAL01	COLUMBUS NETWORKS	12269.CN				airporthubnet		APH
STI	DOMINICAN REPUBLIC		PSTI025	Secondary	gigabitethernet0/1	DSL	8000	10240			FI01NQC3F7		ATLL02	-	AMS/RTM/LE-150496				airporthubnet		APH
STN	UNITED KINGDOM		PSTN101	Primary	gigabitethernet0/0/1	MEA	10000	10000			FI01VYGZAD		LONX03	BT WHOLESALE	040 28059776				airporthubnet		APH
STN	UNITED KINGDOM		PSTN103	Secondary	gigabitethernet0/0/1	MEA	10000	10000	00:7e:95:3d:9f:b1	-	FI026FZACE	KQQL519	LONT04						airporthubnet		APH
STR	GERMANY		PSTR276	Primary	gigabitethernet0/0/0	MEA	1000000	2000	78:02:b1:f1:7d:f0	-	FI025HAHE0	KSTR512	STRT01	DT WHOLESALE	51X/E2S/71100/71100/30654				airporthubnet		APH
STR	GERMANY		PSTR276	Primary	gigabitethernet0/0/1	MEA	100000				FI025H8DEC		STRT01	DT WHOLESALE	CA0E6H2P92				airporthubnet		APH
STR	GERMANY		PSTR278	Secondary	fastethernet0/1	MEA	100000				FI025H6991		FRAX01	DT WHOLESALE	CA0E6H73F1				airporthubnet		APH
STR	GERMANY		PSTR278	Secondary	gigabitethernet0/0/0	MEA	100000		78:02:b1:f1:78:e0	-	FI025H6991	KZRB521	FRAX01	DT WHOLESALE	11702615				airporthubnet		APH
STR	GERMANY		PSTR278	Secondary	gigabitethernet0/0/1	MEA	100000	8000			FI025H7LE4		DUST01	DT WHOLESALE	11702615				airporthubnet		APH
SUB	INDONESIA		PSUB126	Secondary	gigabitethernet0/0/1	DSL	16384	16384					SINX01	Select Offnet					airporthubnet		APH
SUB	INDONESIA		PSUB127	Primary	gigabitethernet0/3	MEA	100000	10000	e0:2f:6d:8c:49:83	-	FI01PW53E3	KJKT515	JKTT07	PT LINTASARTA	2016008611				airporthubnet		APH
SUF	ITALY		PSUF013	Primary	gigabitethernet8	DSL	15000	1000					FRAX01	Select Offnet					airporthubnet		APH
SUF	ITALY		PSUF014	Secondary	gigabitethernet8	DSL	8192	6144					LONX03	Select Offnet					airporthubnet		APH
SVO	RUSSIAN FEDERATION		PSVO028	Primary	gigabitethernet0/1	MEA	100000	4000	-	-	FI0298F2B9	KMOW611	MOWX03	ORANGE BUSINESS SERVICES	CID-006-090				airporthubnet		APH
SVO	RUSSIAN FEDERATION		PSVO029	Secondary	gigabitethernet0/1	MEA	4096				FI01RZ5NB0		MOWT01	ORANGE BUSINESS SERVICES	CID-007-966				airporthubnet		APH
SVX	RUSSIAN FEDERATION		PSVX106	Primary	gigabitethernet0/1	MEA	10000	2000			FI01AC5TFC		LEDD01	OBS RUSSIA	CA09JNT5D6				airporthubnet		APH
SVX	RUSSIAN FEDERATION		PSVX107	Secondary	gigabitethernet0/1	MEA	10000	2000			FI01AC5VFE		MOWD01	OBS RUSSIA	CA09JNSKA8				airporthubnet		APH
SXB	FRANCE		PSXB560	Primary	gigabitethernet8	DSL	15000	2000					FRAX01	Select Offnet					airporthubnet		APH
SXB	FRANCE		PSXB561	Secondary	gigabitethernet8	DSL	16384	2000			FI01L9MGF3		FRAT01	SELECT OFFNET	CA0D2XFVE3				airporthubnet		APH
SXM	SINT MAARTEN (DUTCH PART)		PSXM071	Primary	gigabitethernet0/2/0	MEA	100000	20000			FI01XV9U83		MIAL01	-	STA.1721.A002				airporthubnet		APH
SXM	SINT MAARTEN (DUTCH PART)		PSXM072	Secondary	gigabitethernet0/1	DSL	81920	60000			FI019DQ488		ATLL02	-	ETAA000202955				airporthubnet		APH
SYD	AUSTRALIA		PSYD1236	Primary	gigabitethernet0/0/1	MEA	1000000	200000	-	-	FI029RS8CF	KBWU551	SYDT02	TELSTRA	N2648624Q				airporthubnet		APH
SYD	AUSTRALIA		PSYD1237	Secondary	gigabitethernet0/0/1	MEA	1000000	200000			FI029RSAB6		SYDX01						airporthubnet		APH
SYD-1N	AUSTRALIA		PSYD2931	Primary	gigabitethernet0/0/1	MEA	100000	100000	-	-	FI01WZ4HB6	KBWU514	SYDT02	AAPT LIMITED	CA0C8QLPBC				airporthubnet		APH
SYD-1N	AUSTRALIA		PSYD2932	Secondary	gigabitethernet0/0/1	MEA	1000000	1000000			FI01WZ4LB2		SYDD02	-	CA0C90MKE1				airporthubnet		APH
SYD-1S	AUSTRALIA		PSYD3085	Secondary	gigabitethernet0/0/1	MEA	1000000	1000000			FI028EHGC1		SYDD02						airporthubnet		APH
TAB	TRINIDAD AND TOBAGO		PTAB013	Primary	gigabitethernet0/1	MEA	10000	7000			FI0296JGEB		MIAL02	-	9450.CN				airporthubnet		APH
TAB	TRINIDAD AND TOBAGO		PTAB014	Secondary	gigabitethernet0/1	DSL	30720	20000					MIAL02	Select Offnet					airporthubnet		APH
TAS	UZBEKISTAN		PTAS243	Secondary	gigabitethernet0/1	DSL	8000	6144					FRAX01	Select Offnet					airporthubnet		APH
TAS	UZBEKISTAN		PTAS280	Primary	serial0/0/0:0	FR	2048				FI0243YNFF		TASD02	OBS RUSSIA	1				airporthubnet		APH
TBS	GEORGIA		PTBS199	Secondary	gigabitethernet0/1	DSL	8192	6000					FRAX01	Select Offnet					airporthubnet		APH
TBU	TONGA		PTBU020	Standalone	gigabitethernet0/1	MEA	10000	2000	00:35:1a:d7:c5:81	-	FI01T5MUC9	KBWU511	SYDT02						airporthubnet		APH
TIJ	MEXICO		PTIJ074	Primary	gigabitethernet8	DSL	8192	5120			FI01U0ZEC4		ATLL02	SELECT OFFNET	CA0BQZS7F0				airporthubnet		APH
TIJ	MEXICO		PTIJ075	Secondary	gigabitethernet8	DSL	8192	5120			FI01U0ZHC9		NYCT02	SELECT OFFNET	CA0BQZSH8F				airporthubnet		APH
TLL	ESTONIA		PTLL255	Primary	gigabitethernet0/1	MEA	100000	2000	-	-	GO03CX2X91	KCPH515	CPHT02	GLOBALCONNECT	N131044931				airporthubnet		APH
TLL	ESTONIA		PTLL256	Secondary	gigabitethernet0/1	DSL	15000	2000			GO03CX2W9E		STOT02	-	TSEN0610369768				airporthubnet		APH
TLN	FRANCE		PTLN235	Primary	gigabitethernet8	DSL	16384	2000			GO06260HA7		FRAT01	SELECT OFFNET	CA0BQB3BD5				airporthubnet		APH
TLN	FRANCE		PTLN236	Secondary	gigabitethernet8	DSL	16384	2000			GO06260JA5		LONT04	SELECT OFFNET	CA0BQB53A4				airporthubnet		APH
TLS	FRANCE		PTLS1005	Primary	gigabitethernet0/0/1	MEA	100000	20000	-	-	FI029R7YAE	KLBG510	LBGT02	-	0042JNB6				airporthubnet		APH
TLS	FRANCE		PTLS1007	Secondary	gigabitethernet0/0/1	DSL	8192	20000			FI01TSYY91		FRAT01	SELECT OFFNET	OR-185363				airporthubnet		APH
TLS	FRANCE		PTLS1169	Standalone	atm0	DSL	20000						FR:AUBERVILL-S2	ORANGE BUSINESS SERVICES					airporthubnet		APH
TLS	FRANCE		PTLS1272	Secondary	gigabitethernet0/0/0	DSL	30720	30720					FRAT01	Select Offnet					airporthubnet		APH
TLV	ISRAEL		PTLV289	Primary	gigabitethernet0/0/1	MEA	100000	50000			FI0292NCF4		TLVX01	CELLCOM	3330014565				airporthubnet		APH
TLV	ISRAEL		PTLV290	Secondary	gigabitethernet0/0/1	MEA	100000	50000			FI0292NFF1		TLVT02	CELLCOM	3330018436				airporthubnet		APH
TNR	MADAGASCAR		PTNR106	Primary	atm0	DSL	8192				FI01U9HQE6		LONT04	SELECT OFFNET	CA0BPX2K80				airporthubnet		APH
TNR	MADAGASCAR		PTNR110	Primary	gigabitethernet0/0/1	MEA	100000	2000	00:bf:77:8f:30:e1	-	FI01V3EPDB	KTMM510	TMMT01	ORANGE MADAGASCAR	1.7873450_HW				airporthubnet		APH
TNR	MADAGASCAR		PTNR111	Secondary	gigabitethernet0/0/1	DSL	8192	6144			FI01V3ERD9		LONT04	IWAY	Customer provided.				airporthubnet		APH
TPE	TAIWAN, PROVINCE OF CHINA		PTPE629	Primary	serial1/0	FR	45000				FI01SWEA91		TPET02	CHUNGHWA TELECOM	227E89710				airporthubnet		APH
TPE	TAIWAN, PROVINCE OF CHINA		PTPE630	Secondary	gigabitethernet0/3	MEA	100000	50000	-	-	FI01V04GC6	KTPE512	TPET01	NTT TAIWAN LTD.	223E83695				airporthubnet		APH
TRF	NORWAY		PTRF009	Primary	gigabitethernet8	DSL	15000	10000			FI01NRS9F7		LONT04	-	CA0B25KXF8				airporthubnet		APH
TRF	NORWAY		PTRF010	Secondary	gigabitethernet8	DSL	15000	10000					STOT02	Select Offnet					airporthubnet		APH
TRN	ITALY		PTRN661	Secondary	gigabitethernet0/1	DSL	8192				FI018LLDC8		FRAT01	-	500060916				airporthubnet		APH
TRN	ITALY		PTRN662	Primary	gigabitethernet0/0/1	MEA	10000	10000			FI026KLJE8		MILT02	COLT TECHNOLOGY SERVICES	MIL/MIL/LE-544886				airporthubnet		APH
TSA	TAIWAN, PROVINCE OF CHINA		PTSA041	Primary	gigabitethernet0/1	MEA	100000	4000	-	-	FI01RC3992	KTPE514	TPET02	CHUNGHWA TELECOM	N2751795W				airporthubnet		APH
TSA	TAIWAN, PROVINCE OF CHINA		PTSA042	Secondary	gigabitethernet0/1	DSL	8000	4000			FI01LQ55F2		HKGT01	-	Customer owned				airporthubnet		APH
TSE	KAZAKHSTAN		PTSE103	Primary	gigabitethernet0/1	MEA	10000	2000	-	-	FI01MAX493	KTSE511	TSET03	KAZTELEPORT	AOS_Ch No_87				airporthubnet		APH
TSE	KAZAKHSTAN		PTSE104	Secondary	gigabitethernet0/1	DSL	16384	2000			FI01YWKC93		FRAT01	AGE OF SOLUTIONS	6700608				airporthubnet		APH
TSE	KAZAKHSTAN		PTSE104	Secondary	serial0/0/0:0	FR	256				FI01YWKC93		TSET03	AGE OF SOLUTIONS	6700608				airporthubnet		APH
TUN	TUNISIA		PTUN299	Primary	gigabitethernet0/0/0	MEA	3072				FI01Y06GC6		TUNS99	-	FOE1-G2				airporthubnet		APH
TUN	TUNISIA		PTUN299	Primary	gigabitethernet0/1	MEA	10000	4000			FI01Y06GC6		TUNS99	-	CA0DWP49BA				airporthubnet		APH
TUN	TUNISIA		PTUN300	Secondary	gigabitethernet0/1	DSL	8192	8192			FI01YANTF3		FRAT01	-	CA0DWP4KC8				airporthubnet		APH
UBN	MONGOLIA		PUBN002	Primary	gigabitethernet0/0/1	MEA	100000	2000	-	-	FI029UJ0D6	KHKG523	HKGT01						airporthubnet		APH
UBN	MONGOLIA		PUBN003	Secondary	gigabitethernet0/0/1	MEA	8192				FI0239WHC6		HKGT01	SELECT OFFNET	CA0D5ZVVEF				airporthubnet		APH
UIO	ECUADOR		PUIO224	Primary	gigabitethernet0/1	MEA	100000	30000			FI029HW49C		LIML01	UFINET LATAM SLU					airporthubnet		APH
UIO	ECUADOR		PUIO225	Secondary	gigabitethernet0/1	MEA	1000000	30000			FI015DASEF		MIAL02	UFINET LATAM SLU	CA0DS9XXAE				airporthubnet		APH
ULN	MONGOLIA		PULN095	Primary	serial0/1/0	FR	2048						HKGT01						airporthubnet		APH
ULN	MONGOLIA		PULN096	Secondary	gigabitethernet0/1	DSL	8192	6000					HKGT01	Select Offnet					airporthubnet		APH
UVF	SAINT LUCIA		PUVF027	Primary	gigabitethernet0/1	MEA	10000	10000			FI026VK1DD		MIAL02						airporthubnet		APH
UVF	SAINT LUCIA		PUVF028	Secondary	gigabitethernet0/1	MEA	10000	10000			FI026VK2DE		NYCT02						airporthubnet		APH
VCE	ITALY		PVCE124	Primary	fastethernet2/1	MEA	100000	30000			FI021AEPCD		MILX01						airporthubnet		APH
VCE	ITALY		PVCE125	Secondary	fastethernet0/1	MEA	100000	30000	-	-	FI029SDMBF	KMIL520	MILT02						airporthubnet		APH
VDO	VIET NAM		PVDO001	Primary	gigabitethernet0/0/1	MEA	10000	2000	00:b6:70:14:ff:f1	-	FI027WD8D2	KHAN610	HANT03						airporthubnet		APH
VDO	VIET NAM		PVDO002	Secondary	gigabitethernet0/0/1	DSL	8192	2000			FI01X7BKD8		HKGT01	SELECT OFFNET	DSL Offnet				airporthubnet		APH
VIE	AUSTRIA		PVIE725	Primary	gigabitethernet0/0/1	MEA	100000	20000			FI01FKTQC9		VIEX02						airporthubnet		APH
VIE	AUSTRIA		PVIE726	Secondary	gigabitethernet0/0/1	MEA	100000	20000	-	-	FI029MY88E	KVIE514	VIET01						airporthubnet		APH
VKO	RUSSIAN FEDERATION		PVKO025	Primary	gigabitethernet0/1	MEA	100000	10000	-	-	FI01NL0XD2	KMOW611	SINX01	ORANGE BUSINESS SERVICES	CID-006-655				airporthubnet		APH
VKO	RUSSIAN FEDERATION		PVKO026	Secondary	gigabitethernet0/1	MEA	100000	10000	-	-	FI0278CAC9	KMOW513	SINX01	ORANGE BUSINESS SERVICES	3410003979751938				airporthubnet		APH
VLI	VANUATU		PVLI023	Standalone	gigabitethernet0/1	MEA	10000	2000	58:97:bd:1f:60:a1	-	FI01NUG1EE	KBWU511	SYDT02						airporthubnet		APH
VNO	LITHUANIA		PVNO234	Primary	gigabitethernet0/0/1	MEA	10000	2000			FI01JV5M9B		CPHT02	GLOBALCONNECT	CA0B2L9184				airporthubnet		APH
VNO	LITHUANIA		PVNO234	Primary	gigabitethernet0/1	MEA	2048	2000			FI01JV5M9B		CPHT02	GLOBALCONNECT	DGC-1025				airporthubnet		APH
VNO	LITHUANIA		PVNO235	Secondary	gigabitethernet0/1	DSL	8192	5000			FI01JWWU86		STOT02	SELECT OFFNET	SITALTVIL-1-301019				airporthubnet		APH
VRN	ITALY		PVRN252	Primary	gigabitethernet0/1	MEA	100000	2000			GO03GAYRCD		MILX01	COLT TECHNOLOGY SERVICES	MIL/MIL/LE-172959				airporthubnet		APH
VRN	ITALY		PVRN253	Secondary	gigabitethernet0/1	DSL	6144	2000					STOT02	Select Offnet					airporthubnet		APH
VTE1	LAO PEOPLE'S DEMOCRATIC REPUBLIC		PVTE114	Primary	gigabitethernet0/0/1	MEA	10000	2000	-	-	FI02744393	KHKG551	HKGT01						airporthubnet		APH
VTE1	LAO PEOPLE'S DEMOCRATIC REPUBLIC		PVTE115	Secondary	gigabitethernet0/0/1	DSL	8192	2000			GO07Z772C9		SINX01	-	SITA Provided				airporthubnet		APH
WAW	POLAND		PWAW562	Primary	fastethernet1/0	MEA	100000	15000			FI028UH8DD		LCJT02	TELEKOMUNIKACJA POLSKA S.A.	6245001116V2502				airporthubnet		APH
WAW	POLAND		PWAW563	Secondary	fastethernet1/0	MEA	100000	15000	-	-	FI028UHBA7	KWAW511	WAWT02						airporthubnet		APH
WAW	POLAND		PWAW563	Secondary	gigabitethernet0/0/1	MEA	2048				FI01V2PRDC		WAWT02	ORANGE POLAND	1229569				airporthubnet		APH
WLG	NEW ZEALAND		PWLG215	Primary	gigabitethernet0/1	MEA	10000	10000	-	-	FI01PUBA9E	KWLG610	WLGT02	ONE NEW ZEALAND GROUP LIMITED	APL11671105/1				airporthubnet		APH
WLG	NEW ZEALAND		PWLG216	Secondary	gigabitethernet0/1	DSL	30720	30000			FI01PUBC9C		SYDX01	VODAFONE NEW ZEALAND LIMITED	BIA22977196				airporthubnet		APH
WRO	POLAND		PWRO4922	Primary	gigabitethernet8	DSL	15000	10240			FI01LNF0B6		FRAX01	SELECT OFFNET	CA0AUKRFD8				airporthubnet		APH
WRO	POLAND		PWRO4923	Secondary	gigabitethernet8	DSL	16384	10240			FI01LNF6B0		STOT02	-	CA0CN5UKFA				airporthubnet		APH
XPL	HONDURAS		PXPL003	Primary	gigabitethernet0/0/1	MEA	100000	30000			GO0D22DD58		SJOL01	UFINET LATAM SLU	HNHNORA10079708C				airporthubnet		APH
XPL	HONDURAS		PXPL004	Secondary	gigabitethernet0/0/1	DSL	100000	100000			GO0D22DF5A		MIAL02	UFINET LATAM SLU	HNHNORA10079705I				airporthubnet		APH
YEG	CANADA		PYEG089	Primary	gigabitethernet0/0/1	MEA	10000	10000			FI029RGVA1		YVRT01	TELUS-CA	55LOHX275519000ABGT000				airporthubnet		APH
YEG	CANADA		PYEG090	Secondary	gigabitethernet0/0/1	MEA	1000000	10000			FI029RGWA0		YYCL04	TELUS-CA	55LOHX275518000ABGT000				airporthubnet		APH
YQB	CANADA		PYQB226	Primary	gigabitethernet0/0/1	MEA	100000	30000	-	-	FI01RSFV9E	KYUL515	YULT01	BELL CANADA-CA	05FIXX100676839BLCAPAA11				airporthubnet		APH
YQB	CANADA		PYQB227	Secondary	gigabitethernet0/0/1	DSL	102400	100000			FI01RSFX90		ATLL02	SELECT OFFNET	05FIXX808422302BLCAPAA				airporthubnet		APH
YUL	CANADA		PYUL323	Secondary	gigabitethernet0/0/1	DSL	200000	200000			FI00AEP59E		ATLL02	-	SOL-74252808				airporthubnet		APH
YUL	CANADA		PYUL324	Primary	gigabitethernet0/0/1	MEA	100000	50000	-	-	FI01QPG8FA	KYUL515	YULT01	BELL CANADA-CA	123456789				airporthubnet		APH
YUL-2	CANADA		PYUL334	Standalone	fastethernet0/1	MEA	10000	2000	00:11:bb:08:6d:a1	-	FI01Z6C2A7	KYUL510	YULT01						airporthubnet		APH
YVR	CANADA		PYVR183	Primary	serial4/0	FR	45000				FI01XXSAB0		YVRT01	BELL CANADA-CA	CA0C7TQ3C1				airporthubnet		APH
YVR	CANADA		PYVR184	Secondary	fastethernet0/1	MEA	100000	50000			FI029N3FFA		YYCL04						airporthubnet		APH
YYC	CANADA		PYYC344	Primary	gigabitethernet0/0/1	DSL	16384	16384					SJCL03	Select Offnet					airporthubnet		APH
YYC	CANADA		PYYC345	Secondary	gigabitethernet0/0/1	DSL	16384	16384					MIAL02	Select Offnet					airporthubnet		APH
YYZ	CANADA		PYYZ481	Primary	fastethernet0/1	MEA	100000	60000			FI0212C480		YULT01	BELL CANADA-CA	05FIXX808422-415BLCA-PAA				airporthubnet		APH
YYZ	CANADA		PYYZ482	Secondary	fastethernet3/1	MEA	100000	60000			FI026MRNF8		YYZX01	MTS ALLSTREAM-CA	CA0E7Q61A5				airporthubnet		APH
YYZ	CANADA		PYYZ482	Secondary	gigabitethernet0/0/1	MEA	100000	60000			FI029NQXE4		YYZX01	BELL CANADA-CA	05FIXX808422-423BLCA-PAA				airporthubnet		APH
ZAG	CROATIA		PZAG577	Primary	gigabitethernet0/1	MEA	100000				FI01NRC2FC		FRAT01	NETERRA	4859-ELI-067				airporthubnet		APH
ZAG	CROATIA		PZAG578	Secondary	gigabitethernet0/1	DSL	16384	10000					FRAX01	T-HRVATSKI TELEKOM					airporthubnet		APH
ZLO	MEXICO		PZLO027	Primary	gigabitethernet0/0/1	MEA	100000	10000			FI0253MWE5		MTYL01	AXTEL S.A. DE C.V.	1-1ZPJL98				airporthubnet		APH
ZLO	MEXICO		PZLO028	Secondary	gigabitethernet0/0/1	DSL	30720	20000			FI01TDWZE0		ATLL02	SELECT OFFNET	C02-1902-0287				airporthubnet		APH
ZQN	NEW ZEALAND		PZQN009	Primary	gigabitethernet0/0/1	MEA	100000	20000	-	-	FI029UENA8	KWLG610	WLGT02	ONE NEW ZEALAND GROUP LIMITED	APL20791548				airporthubnet		APH
ZQN	NEW ZEALAND		PZQN010	Secondary	gigabitethernet0/0/1	DSL	30720	30720					SYDX01	Select Offnet					airporthubnet		APH
ZRH	SWITZERLAND		PZRH813	Primary	gigabitethernet0/1	MEA	100000	51200	58:ac:78:be:6a:81	-	FI029S0JB8	KZRH614	ZRHX02	COLT TELECOM	ZRH/ZRH/LE-141964				airporthubnet		APH
ZRH	SWITZERLAND		PZRH814	Secondary	gigabitethernet0/1	MEA	100000	51200	58:ac:78:be:67:81	-	FI029S0LBE	KGVA614	GVAX01	SWISSCOM WHS	Kloten IP 223				airporthubnet		APH
HAV	CUBA		SHAV258	Standalone	gigabitethernet0/0/2	MEA	100000	20480					HAVS01	ETECSA	FD015208				airporthubnet		APH
HAV1	CUBA		PHAV257	Primary	gigabitethernet0/0/1	MEA	1000000	26000					KINL02	ORANGE BUSINESS SERVICES	16238.CN				airporthubnet		APH
KRT2	SUDAN		PKRT179	Standalone	serial1/0/0	FR	2048						KRTS01						airporthubnet		APH
KRT	SUDAN		PKRT217	Standalone	gigabitethernet0/0/0	MEA	2000						NBOT04	SUDATEL // TELECOM KENYA	NBOKRT002 // CS000504 				airporthubnet		APH
KRT1	SUDAN		PKRT180	Standalone	serial1/0/0	FR	2048						KRTS01						airporthubnet		APH
