Device_name	hostname	IP_admin	Device_reference	ORD__Node_status	ORD__Router_type___role	ORD__Customer_code	ORD__Customer_name	ORD__Main_Community___VPN	ORD__Origin	ORD__USID___Service_Usine	ORD__Orange_Site_Ref_	ORD__Customer_defined_code	ORD__Chassis_type	Center_code	ORD__Country_code	ORD__Country_name	ORD__POP_name	Chassis_type	CLI__CPU_reference	CFG__Router_description	Auto__Topo__Site_	Topo__Site_Ref_	Cascaded	Virt____Stack_	UCPE_name	model	ORD__POP_code	Site_Code_Iata	Peer_device	MCS_role	CPU	Memory	Storage
PKIX288	PKIX288	10.247.94.108				113	p.t. garuda indonesia (persero)	ganet																	UCPEKIX0002	sdwan_center_vedge	KIX	KIX	-	-	2	4096	10240
PKIX292	PKIX292	10.247.94.199	PKIX292	O/L	ICN_CPE_ROUTER	166	china airlines ltd.	china_airnet	SITA	FI024ZM0F7	CI00186299 ~ 166_JPN_OSAKA-SHI_00007 ~ 1-SENSHU KUKO NAKA TAJIRI-CHO SENNAN-GUN OSAKA  PREFECTURE, SOUTH AIRLINE BUILDING 3F, 549-0011, OSAKA, JAPAN	KIX-TT-SDN	vedge-cloud-dna	-	JP	JAPAN	OSAKA	vedgecloud	-	 APH-S S0+ Secondary vEdge PKIX292\n Customer CI China airlines ltd.\n Profile GOLD + LBO	PKIX291.PKIX292	PKIX291.PKIX292		-	UCPEKIX0002	sdwan_center_vedge	KIX	KIX	PKIX291	backup	2	4096	10240
HKIX0003	HKIX0003	57.214.37.69																							UCPEKIX0003	hypervisor		KIX					
PKIX297	PKIX297	57.215.26.209	PKIX297	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	GO0C9WU21C	CI00069187 ~ 53849_JPN_KITAKYUSHU_001 ~ IZUMISANO-SHI, 2ND MACHINE ROOM(E-10), KANSAI AIRPORTS BUILDING 2F, 5490001, OSAKA, JAPAN	APHS0+-KIX-PRI-IPVPN-X	encs5412/k9	-	JP	JAPAN	OSAKA	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET OSAKA PKIX297 Virtual Machine hosted by ENCS HKIX0003 Cluster with ENCS HKIX0001 Front-End Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PKIX064.PKIX065	PKIX064.PKIX065	PKIX260	-	UCPEKIX0003	router_center_isrv	KIX	KIX	-	backup			
HKIX0004	HKIX0004	57.215.90.97																							UCPEKIX0004	hypervisor		KIX					
PKIX298	PKIX298	57.220.255.94	PKIX298	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	GO0C9WU41A	CI00069187 ~ 53849_JPN_KITAKYUSHU_001 ~ IZUMISANO-SHI, 2ND MACHINE ROOM(E-10), KANSAI AIRPORTS BUILDING 2F, 5490001, OSAKA, JAPAN	APHS0+-KIX-SEC-IPVPN-X	encs5412/k9	-	JP	JAPAN	OSAKA	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET OSAKA PKIX298 Virtual Machine hosted by ENCS HKIX0004 Cluster with ENCS HKIX0002 Front-End Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PKIX064.PKIX065	PKIX064.PKIX065	PKIX261	-	UCPEKIX0004	router_center_isrv	KIX	KIX	-	backup			
HKUL0003	HKUL0003	57.214.247.160																							UCPEKUL0003	hypervisor		KUL					
PKUL2036	PKUL2036	57.215.90.40	PKUL2036	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI0210QSE8	CI00165204 ~ 53849_MYS_SELANGOR DARUL EHSAN_00003 ~ PCPS MACHINE ROOM, RM#TB1.1.116.49.D67 GROUND FLOOR, KLIA SELANGOR DARUL EHSAN, 64000, SELANGOR, MALAYSIA	-	encs5412/k9	-	MY	MALAYSIA	KUALA LUMPUR	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET KUALA LUMPUR PKUL2036 Virtual Machine hosted by ENCS HKUL0003 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PKUL513.PKUL514	PKUL513.PKUL514		-	UCPEKUL0003	router_center_isrv	KUL	KUL	PKUL2041	primary			
PKUL2093	PKUL2093	10.247.78.152	PKUL2093	O/L	ICN_CPE_ROUTER	60	singapore airlines ltd.	sqnet	SITA	GO0AECPR29	CI00175152 ~ 60_MYS_SELANGOR DARUL EHSAN_001 ~ LOT NO. N17 & N19 (LEVEL 4), KL INTERNATIONAL AIRPORT (KLIA), 64000, SELANGOR DARUL EHSAN, MALAYSIA	-	vedge-cloud-dna	-	MY	MALAYSIA	KUALA LUMPUR	vedge-cloud	-	 APH-S S0+ Primary vEdge PKUL2093\n Customer SQ Singapore Airlines\n Profile PLATINIUM + LBO ZSCALER + DBO	PKUL2093.PKUL2094	PKUL2093.PKUL2094		-	UCPEKUL0003	sdwan_center_vedge	KUL	KUL	PKUL2094	primary	2	4096	10240
PKUL2123	PKUL2123	10.247.94.109	PKUL2123	O/L	ICN_CPE_ROUTER	113	p.t. garuda indonesia (persero)	ganet	SITA	FI024FL1BD	CI00183391 ~ 113_MYS_SEPANG_001 ~ LOT S23-S24, LEVEL 4, KLIA MAIN TERMINAL BUILDING, 64000, SEPANG, MALAYSIA	KUL_AP1_GA	vedge-cloud-dna	-	MY	MALAYSIA	KUALA LUMPUR	vedgecloud	-	 APH-S S0+ Primary vEdge PKUL2123\n Customer GA PT Garuda Indonesia\n Profile GOLD + LBO	PKUL2123.PKUL2124	PKUL2123.PKUL2124		-	UCPEKUL0003	sdwan_center_vedge	KUL	KUL	PKUL2124	primary	2	4096	10240
PKUL2129	PKUL2129	10.247.79.178	PKUL2129	O/L	ICN_CPE_ROUTER	85	cathay pacific airways	cx_admin	SITA	FI024M0LF9	CI00184261 ~ 43027_MYS_SEPANG_00002 ~ KUALA LUMPUR INTERNATIONAL AIRPORT, MAIN TERMINAL BUILDING, 64000, SEPANG, MALAYSIA	KUL-APT-BO-1	vedge-cloud-dna	-	MY	MALAYSIA	KUALA LUMPUR	vedgecloud	-	APH-S S0+ Primary vEdge PKUL2129\n Customer CX Cathay Pacific\n Profile GOLD + LBO	PKUL2129.PKUL2130	PKUL2129.PKUL2130		-	UCPEKUL0003	sdwan_center_vedge	KUL	KUL	PKUL2130	primary	2	4096	10240
PKUL2145	PKUL2145	10.247.94.210	PKUL2145	O/L	ICN_CPE_ROUTER	166	china airlines ltd.	china_airnet	SITA	GO0BGUJU66	CI00186298 ~ 166_MYS_SELANGOR_001 ~ MTB,KLIA, S25,LEVEL 4, 64000, SELANGOR, MALAYSIA	KUL-TT-SDN	vedge-cloud-dna	-	MY	MALAYSIA	KUALA LUMPUR	vedgecloud	-	 APH-S S0+ Primary vEdge PKUL2145\n Customer CI China Airlines\n Profile GOLD + LBO	PKUL2145.PKUL2146	PKUL2145.PKUL2146		-	UCPEKUL0003	sdwan_center_vedge	KUL	KUL	PKUL2146	primary	2	4096	10240
HKUL0004	HKUL0004	57.214.182.33																							UCPEKUL0004	hypervisor		KUL					
PKUL2041	PKUL2041	57.214.182.116	PKUL2041	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI02147UF5	MSY5141405 ~ 53849_MYS_SELANGOR DARUL EHSAN_00001 ~ SITA CORE ROOM UNDERNEATH GATE C3 SATELLITE BUILDING, KLIA SELANGOR DARUL EHSAN, 64000, SELANGOR DARUL EHSAN, MALAYSIA	-	encs5412/k9	-	MY	MALAYSIA	KUALA LUMPUR	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET KUALA LUMPUR PKUL2041 Virtual Machine hosted by ENCS HKUL0004 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PKUL513.PKUL514	PKUL513.PKUL514		-	UCPEKUL0004	router_center_isrv	KUL	KUL	PKUL2036	backup			
PKUL2094	PKUL2094	10.247.78.153	PKUL2094	O/L	ICN_CPE_ROUTER	60	singapore airlines ltd.	sqnet	SITA	GO0AECPT2F	CI00175152 ~ 60_MYS_SELANGOR DARUL EHSAN_001 ~ LOT NO. N17 & N19 (LEVEL 4), KL INTERNATIONAL AIRPORT (KLIA), 64000, SELANGOR DARUL EHSAN, MALAYSIA	-	vedge-cloud-dna	-	MY	MALAYSIA	KUALA LUMPUR	vedge-cloud	-	 APH-S S0+ backup vEdge PKUL2094\n Customer SQ Singapore Airlines\n Profile PLATINIUM + LBO ZSCALER + DBO	PKUL2093.PKUL2094	PKUL2093.PKUL2094		-	UCPEKUL0004	sdwan_center_vedge	KUL	KUL	PKUL2093	primary	2	4096	10240
PKUL2124	PKUL2124	10.247.94.110	PKUL2124	O/L	ICN_CPE_ROUTER	113	p.t. garuda indonesia (persero)	ganet	SITA	FI024FL4B8	CI00183391 ~ 113_MYS_SEPANG_001 ~ LOT S23-S24, LEVEL 4, KLIA MAIN TERMINAL BUILDING, 64000, SEPANG, MALAYSIA	KUL_AP1_GA	vedge-cloud-dna	-	MY	MALAYSIA	KUALA LUMPUR	vedgecloud	-	 APH-S S0+ Primary vEdge PKUL2124\n Customer GA P.T. Garuda Indonesia (Persero)\n Profile GOLD + LBO	PKUL2123.PKUL2124	PKUL2123.PKUL2124		-	UCPEKUL0004	sdwan_center_vedge	KUL	KUL	PKUL2123	backup	2	4096	10240
PKUL2130	PKUL2130	10.247.79.179	PKUL2130	O/L	ICN_CPE_ROUTER	85	cathay pacific airways	cxnet	SITA	FI024M0NFB	CI00184261 ~ 43027_MYS_SEPANG_00002 ~ KUALA LUMPUR INTERNATIONAL AIRPORT, MAIN TERMINAL BUILDING, 64000, SEPANG, MALAYSIA	KUL-APT-BO-1	vedge-cloud-dna	-	MY	MALAYSIA	KUALA LUMPUR	vedgecloud	-	APH-S S0+ Primary vEdge PKUL2130\nCustomer CX Cathay Pacific\nProfile GOLD + LBO	PKUL2129.PKUL2130	PKUL2129.PKUL2130		-	UCPEKUL0004	sdwan_center_vedge	KUL	KUL	PKUL2129	backup	2	4096	10240
PKUL2146	PKUL2146	10.247.94.211	PKUL2146	O/L	ICN_CPE_ROUTER	166	china airlines ltd.	china_airnet	SITA	GO0BGUKB71	CI00186298 ~ 166_MYS_SELANGOR_001 ~ MTB,KLIA, S25,LEVEL 4, 64000, SELANGOR, MALAYSIA	KUL-TT-SDN	vedge-cloud-dna	-	MY	MALAYSIA	KUALA LUMPUR	vedgecloud	-	 APH-S S0+ Secondary vEdge PKUL2146\n Customer CI China airlines ltd.\n Profile GOLD + LBO	PKUL2145.PKUL2146	PKUL2145.PKUL2146		-	UCPEKUL0004	sdwan_center_vedge	KUL	KUL	PKUL2145	backup	2	4096	10240
HKUL0005	HKUL0005	57.214.182.0																							UCPEKUL0005	hypervisor		KUL					
PKUL2154	PKUL2154	57.219.88.14	PKUL2154	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI025HXLE4	CI00165204 ~ 53849_MYS_SELANGOR DARUL EHSAN_00003 ~ PCPS MACHINE ROOM, RM#TB1.1.116.49.D67 GROUND FLOOR, KLIA SELANGOR DARUL EHSAN, 64000, SELANGOR, MALAYSIA	-	encs5412/k9	-	MY	MALAYSIA	KUALA LUMPUR	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET KUALA LUMPUR PKUL2154 Virtual Machine hosted by ENCS HKUL0005 Cluster with ENCS NFVIS_HOSTNAME Front-End Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PKUL513.PKUL514	PKUL513.PKUL514	PKUL2036	-	UCPEKUL0005	router_center_isrv	KUL	KUL	-	backup			
PKUL2229	PKUL2229	10.247.50.247	PKUL2229	O/L	ICN_CPE_ROUTER	387	emirates	emiratesnet_aph	SITA	FI029F5SDC	CI00218985 ~ 387_MYS_SEPANG_001 ~ KUALA LUMPUR INTERNATIONAL AIRPORT (KUL), MAIN TERMINAL, 64000, SEPANG, MALAYSIA	-	vedge-cloud-dna	-	MY	MALAYSIA	KUALA LUMPUR	vedge-cloud	-	APH-S S0+ Primary vEdge PKUL2229\n Customer EK Emirates Airlines\n Profile GOLD + LBO Zscaler	PKUL2229.PKUL2230	PKUL2229.PKUL2230		-	UCPEKUL0005	sdwan_center_vedge	KUL	KUL	PKUL2230	primary	2	4096	10240
HKUL0006	HKUL0006	57.215.90.96																							UCPEKUL0006	hypervisor		KUL					
PKUL2155	PKUL2155	57.215.90.78	PKUL2155	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI025HXPF8	MSY5141405 ~ 53849_MYS_SELANGOR DARUL EHSAN_00001 ~ SITA CORE ROOM UNDERNEATH GATE C3 SATELLITE BUILDING, KLIA SELANGOR DARUL EHSAN, 64000, SELANGOR DARUL EHSAN, MALAYSIA	-	encs5412/k9	-	MY	MALAYSIA	KUALA LUMPUR	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET KUALA LUMPUR PKUL2155 Virtual Machine hosted by ENCS HKUL0006 Cluster with ENCS NFVIS_HOSTNAME Front-End Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PKUL513.PKUL514	PKUL513.PKUL514	PKUL2041	-	UCPEKUL0006	router_center_isrv	KUL	KUL	-	backup			
PKUL2230	PKUL2230	10.247.50.251	PKUL2230	O/L	ICN_CPE_ROUTER	387	emirates	emiratesnet_aph	SITA	FI029F61BE	CI00218985 ~ 387_MYS_SEPANG_001 ~ KUALA LUMPUR INTERNATIONAL AIRPORT (KUL), MAIN TERMINAL, 64000, SEPANG, MALAYSIA	-	vedge-cloud-dna	-	MY	MALAYSIA	KUALA LUMPUR	vedge-cloud	-	APH-S S0+ Primary vEdge PKUL2230\n Customer EK Emirates Airlines\n Profile GOLD + LBO Zscaler	PKUL2229.PKUL2230	PKUL2229.PKUL2230		-	UCPEKUL0006	sdwan_center_vedge	KUL	KUL	PKUL2229	backup	2	4096	10240
HLAX0001	HLAX0001	57.214.20.231																							UCPELAX0001	hypervisor		LAXB					
PLAX2129	PLAX2129	57.205.77.36	PLAX2129	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI01Y8HVE4	CI00029740 ~ 53849_USA_LOS ANGELES_001 ~ CORE ROOM 1,200 WORLD WAY,SITA CORE RM, TOM BRADLEY INTERNATIONAL AIRPORT, 90045, LOS ANGELES, UNITED STATES	-	encs5412/k9	-	US	UNITED STATES	LOS ANGELES	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET LOS ANGELES plax2129 Virtual Machine hosted by ENCS hlax0001 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PLAX656.PLAX657	PLAX656.PLAX657		-	UCPELAX0001	router_center_isrv	LAX	LAXB	PLAX2128	backup			
PLAX2192	PLAX2192	10.247.76.233	PLAX2192	O/L	ICN_CPE_ROUTER	60	singapore airlines ltd.	sqnet	SITA	FI023FL8B7	CI00177268 ~ 60_USA_LOS ANGELES_012 ~ 380 WORLD WAY,  LOS ANGELES, USA, TOM BRADLEY INTERNATIONAL TERMINAL,, 90045, LOS ANGELES, UNITED STATES	LAX_AP1_SDN	vedge-cloud-dna	-	US	UNITED STATES	LOS ANGELES	vedge-cloud	-	 APH-S S0+ Primary vEdge PLAX2192\n Customer SQ Singapore Airlines\n Profile PLATINIUM + LBO ZSCALER + DBO	PLAX2192.PLAX2193	PLAX2192.PLAX2193		-	UCPELAX0001	sdwan_center_vedge	LAX	LAXB	PLAX2193	primary	2	4096	10240
PLAX2215	PLAX2215	10.247.74.156	PLAX2215	O/L	ICN_CPE_ROUTER	85	cathay pacific airways	cxnet	SITA	FI024M0HFD	CI00184293 ~ 43027_USA_LOS ANGELES_006 ~ SUITE 5304-LC, 90045, LOS ANGELES, UNITED STATES	LAX-APT-BO-1	vedge-cloud-dna	-	US	UNITED STATES	LOS ANGELES	vedgecloud	-	APH-S S0+ Primary vEdge PLAX2215\n Customer CX Cathay Pacific\n Profile GOLD + LBO	PLAX2215.PLAX2222	PLAX2215.PLAX2222		-	UCPELAX0001	sdwan_center_vedge	LAX	LAXB	PLAX2222	primary	2	4096	10240
PLAX2484	PLAX2484	10.247.54.222	PLAX2484	O/L	ICN_CPE_ROUTER	387	emirates	emiratesnet_aph	SITA	FI029Q48C5	CI00221234 ~ 387_USA_LOS ANGELES_003 ~ 380 WORLD WAYROOM # 3301B, TOM BRADLEY INTERNATIONAL TERMINAL, 90045, LOS ANGELES, UNITED STATES	-	vedge-cloud-dna	-	US	UNITED STATES	LOS ANGELES	vedge-cloud	-	APH-S S0+ Primary vEdge PLAX2484\n Customer EK Emirates Airlines\n Profile GOLD + LBO Zscaler	PLAX2484.PLAX2485	PLAX2484.PLAX2485		-	UCPELAX0001	sdwan_center_vedge	LAX	LAXB	PLAX2485	primary	2	4096	10240
PLAX2130	ULAX0001	-	PLAX2130	O/L	ICN_CPE_ROUTER	122	latam airlines group s.a.	sita_sdwannet	SITA	FI01Y8VLFE	CI00151062 ~ 122_USA_CALIFORNIA_001 ~ RACK 6 ROOM 1566,FIS GROUND LEVEL,, 200 WORLD WAY TERMINAL 2,, 90045, CALIFORNIA, UNITED STATES	-	vedge-cloud-dna	-	US	UNITED STATES	LOS ANGELES	vedge-cloud-dna	-	-	PLAX2130	PLAX2130		-	UCPELAX0001	sdwan_center_vedge	LAX	LAXB	-	primary			
HLAX0002	HLAX0002	57.214.20.233																							UCPELAX0002	hypervisor		LAXB					
PLAX2128	PLAX2128	57.205.48.160	PLAX2128	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI01Y8HRE0	MS12005996 ~ 53849_USA_LOS ANGELES_00001 ~ 200 WORLD WAY, TERMINAL B, 90045, LOS ANGELES, UNITED STATES	-	encs5412/k9	-	US	UNITED STATES	LOS ANGELES	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET LOS ANGELES plax2128 Virtual Machine hosted by ENCS HLAX0002 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PLAX656.PLAX657	PLAX656.PLAX657		-	UCPELAX0002	router_center_isrv	LAX	LAXB	PLAX2129	primary			
PLAX2193	PLAX2193	10.247.76.234	PLAX2193	O/L	ICN_CPE_ROUTER	60	singapore airlines ltd.	sqnet	SITA	FI023FLBCD	CI00177268 ~ 60_USA_LOS ANGELES_012 ~ 380 WORLD WAY,  LOS ANGELES, USA, TOM BRADLEY INTERNATIONAL TERMINAL,, 90045, LOS ANGELES, UNITED STATES	LAX_AP1_SDN	vedge-cloud-dna	-	US	UNITED STATES	LOS ANGELES	vedge-cloud	-	 APH-S S0+ backup vEdge PLAX2193\n Customer SQ Singapore Airlines\n Profile PLATINIUM + LBO ZSCALER + DBO	PLAX2192.PLAX2193	PLAX2192.PLAX2193		-	UCPELAX0002	sdwan_center_vedge	LAX	LAXB	PLAX2192	backup	2	4096	10240
PLAX2222	PLAX2222	10.247.74.157	PLAX2222	O/L	ICN_CPE_ROUTER	85	cathay pacific airways	cxnet	SITA	FI024PD4CF	CI00184293 ~ 43027_USA_LOS ANGELES_006 ~ SUITE 5304-LC, 90045, LOS ANGELES, UNITED STATES	LAX-APT-BO-1	vedge-cloud-dna	-	US	UNITED STATES	LOS ANGELES	vedgecloud	-	APH-S S0+ Primary vEdge PLAX2222\nCustomer CX Cathay Pacific\nProfile GOLD + LBO	PLAX2215.PLAX2222	PLAX2215.PLAX2222		-	UCPELAX0002	sdwan_center_vedge	LAX	LAXB	PLAX2215	backup	2	4096	10240
PLAX2485	PLAX2485	10.247.54.227	PLAX2485	O/L	ICN_CPE_ROUTER	387	emirates	emiratesnet_aph	SITA	FI029QHJB7	CI00221234 ~ 387_USA_LOS ANGELES_003 ~ 380 WORLD WAYROOM # 3301B, TOM BRADLEY INTERNATIONAL TERMINAL, 90045, LOS ANGELES, UNITED STATES	-	vedge-cloud-dna	-	US	UNITED STATES	LOS ANGELES	vedge-cloud	-	APH-S S0+ Primary vEdge PLAX2485\n Customer EK Emirates Airlines\n Profile GOLD + LBO Zscaler	PLAX2484.PLAX2485	PLAX2484.PLAX2485		-	UCPELAX0002	sdwan_center_vedge	LAX	LAXB	PLAX2484	backup	2	4096	10240
PLAX2131	ULAX0002	-	PLAX2131	O/L	ICN_CPE_ROUTER	122	latam airlines group s.a.	sita_sdwannet	SITA	FI01Y8VMFF	CI00151062 ~ 122_USA_CALIFORNIA_001 ~ RACK 6 ROOM 1566,FIS GROUND LEVEL,, 200 WORLD WAY TERMINAL 2,, 90045, CALIFORNIA, UNITED STATES	-	vedge-cloud-dna	-	US	UNITED STATES	LOS ANGELES	vedge-cloud-dna	-	-	PLAX2131	PLAX2131		-	UCPELAX0002	sdwan_center_vedge	LAX	LAXB	-	backup			
HLAX0005	HLAX0005	57.215.104.187																							UCPELAX0005	hypervisor		LAXB					
PLAX2434	PLAX2434	57.215.104.185	PLAX2434	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI028EMXDE	CI00212123 ~ 53849_USA_WESTCHESTER COUNTY_005 ~ (FIS LEVEL)- GROUND, SITA TERMINAL B, 90045, WESTCHESTER, UNITED STATES	APHS0-CAT1-LAX-IPVPN-X	encs5412/k9	-	US	UNITED STATES	LOS ANGELES	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET LOS ANGELES PLAX2434 Virtual Machine hosted by ENCS HLAX0005 Cluster with ENCS HLAX0001 Front-End Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PLAX656.PLAX657	PLAX656.PLAX657	PLAX2129	-	UCPELAX0005	router_center_isrv	LAX	LAXB	-	backup			
HLAX0006	HLAX0006	57.205.206.3																							UCPELAX0006	hypervisor		LAXB					
PLAX2435	PLAX2435	57.205.206.0	PLAX2435	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI028EN2B4	CI00212123 ~ 53849_USA_WESTCHESTER COUNTY_005 ~ (FIS LEVEL)- GROUND, SITA TERMINAL B, 90045, WESTCHESTER, UNITED STATES	APHS0-CAT1-LAX-IPVPN-X	encs5412/k9	-	US	UNITED STATES	LOS ANGELES	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET LOS ANGELES PLAX2435 Virtual Machine hosted by ENCS HLAX0006 Cluster with ENCS HLAX0002 Front-End Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PLAX656.PLAX657	PLAX656.PLAX657	PLAX2128	-	UCPELAX0006	router_center_isrv	LAX	LAXB	-	backup			
HLGW0001	HLGW0001	57.215.229.146																							UCPELGW0001	hypervisor		LGW					
PLGW525	PLGW525	57.220.13.3	PLGW525	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	GO0D9XU754	CI00198631 ~ 53849_GBR_LONDON, WEST SUSSEX_001 ~ PERIMETER ROAD EAST, SOUTH TERMINAL, RH6 0NP, GATWICK, UNITED KINGDOM	APH0-CAT1-LGW-PRI-IPVPN-X	encs5412/k9	-	GB	UNITED KINGDOM	LONDON	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET HYDERABAD PLGW525 Virtual Machine hosted by ENCS HLGW0001 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PLGW179.PLGW180	PLGW179.PLGW180		-	UCPELGW0001	router_center_isrv	LGW	LGW	PLGW526	primary			
PLGW549	PLGW549	10.71.5.154	PLGW549	O/L	ICN_CPE_ROUTER	387	emirates	emiratesnet_aph	SITA	FI029QQLB1	CI00221580 ~ 387_GBR_LONDON_013 ~ JUBILEE HOUSE, FURLONG WAY, RH6 ONP, LONDON, UNITED KINGDOM	-	vedge-cloud-dna	-	GB	UNITED KINGDOM	LONDON	vedge-cloud	-	APH-S S0+ Primary vEdge PLGW549\n Customer EK Emirates Airlines\n Profile GOLD + LBO Zscaler	PLGW549.PLGW550	PLGW549.PLGW550		-	UCPELGW0001	sdwan_center_vedge	LGW	LGW	PLGW550	primary	2	4096	10240
HLGW0003	HLGW0003	57.215.22.220																							UCPELGW0003	hypervisor		LGW					
PLGW526	PLGW526	57.215.60.62	PLGW526	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	GO0D88C818	CI00198253 ~ 53849_GBR_HORLEY_00004 ~ PERIMETER ROAD EAST., SOUTH TERMINAL-LONDON GATWICK AIRPORT, RH6 0NP, GATWICK, UNITED KINGDOM	CAT1-LGW-SEC-IPVPN-X	encs5412/k9	-	GB	UNITED KINGDOM	LONDON	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET HYDERABAD PLGW526 Virtual Machine hosted by ENCS HLGW0002 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PLGW179.PLGW180	PLGW179.PLGW180		-	UCPELGW0003	router_center_isrv	LGW	LGW	PLGW525	backup			
PLGW550	PLGW550	10.71.5.147	PLGW550	O/L	ICN_CPE_ROUTER	387	emirates	emiratesnet_aph	SITA	FI029QQNB3	CI00221580 ~ 387_GBR_LONDON_013 ~ JUBILEE HOUSE, FURLONG WAY, RH6 ONP, LONDON, UNITED KINGDOM	-	vedge-cloud-dna	-	GB	UNITED KINGDOM	LONDON	vedge-cloud	-	APH-S S0+ Primary vEdge PLGW550\n Customer EK Emirates Airlines\n Profile GOLD + LBO Zscaler	PLGW549.PLGW550	PLGW549.PLGW550		-	UCPELGW0003	sdwan_center_vedge	LGW	LGW	PLGW549	backup	2	4096	10240
HLHR0001	HLHR0001	57.215.93.161																							UCPELHR0001	hypervisor		LHR					
PLHR2353	PLHR2353	57.215.93.159	PLHR2353	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI021FPHC4	CI00167433 ~ 53849_GBR_LONDON_005 ~ LONDON HEATHROW INTERNATIONAL AIRPORT, LONGFORD, TERMINAL 4, TW6 3XQ, HOUNSLOW, UNITED KINGDOM	APHS0+-CAT1-LHR-PRI-IPVPN	encs5412/k9	-	GB	UNITED KINGDOM	LONDON	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET LONDON PLHR2353 Virtual Machine hosted by ENCS HLHR0001 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PLHR1749.PLHR1750	PLHR1749.PLHR1750		-	UCPELHR0001	router_center_isrv	LHR	LHR	PLHR2354	primary			
